COD_S11,GENDER,STRATUM,SISBEN,INTERNET,TV,COMPUTER,WASHING_MCH,MIC_OVEN,CAR,DVD,FRESH,PHONE,MOBILE,REVENUE,SCHOOL_NAT,SEL,SEL_IHE
SB11201210092713,M,Stratum 5,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10 or more LMMW,PRIVATE,2,2
SB11201210093797,F,Stratum 5,It is not classified by the SISBEN,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Between 5 and less than 7 LMMW,PRIVATE,2,2
SB11201210094432,M,Stratum 4,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 7 and less than 10 LMMW,PRIVATE,4,3
SB11201210094555,M,Stratum 2,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,PRIVATE,2,3
SB11201210094776,F,Stratum 3,Level 3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,PRIVATE,1,1
SB11201210096306,M,Stratum 2,Level 2,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,PRIVATE,1,2
SB11201210096917,F,Stratum 5,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10 or more LMMW,PRIVATE,3,4
SB11201210097802,M,Stratum 2,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,PRIVATE,2,4
SB11201210098095,M,Stratum 3,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Between 3 and less than 5 LMMW,PRIVATE,4,2
SB11201210098956,M,Stratum 6,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,10 or more LMMW,PRIVATE,4,4
SB11201210100306,F,Stratum 3,It is not classified by the SISBEN,No,No,Yes,No,No,No,No,Yes,Yes,No,Between 1 and less than 2 LMMW,PRIVATE,2,3
SB11201210100368,M,Stratum 2,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Between 3 and less than 5 LMMW,PRIVATE,2,2
SB11201210101239,F,Stratum 5,It is not classified by the SISBEN,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Between 3 and less than 5 LMMW,PRIVATE,4,3
SB11201210101354,M,Stratum 3,Level 3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,PRIVATE,3,2
SB11201220000358,M,Stratum 1,Level 1,No,No,No,No,No,No,No,No,No,No,less than 1 LMMW,PRIVATE,1,2
SB11201220001169,F,Stratum 3,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,PUBLIC,3,2
SB11201220001174,F,Stratum 3,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Between 3 and less than 5 LMMW,PUBLIC,2,2
SB11201220001265,M,Stratum 3,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,PUBLIC,2,2
SB11201220001428,M,Stratum 2,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,PUBLIC,2,2
SB11201220001583,M,Stratum 2,Level 2,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,PUBLIC,2,2
SB11201220001673,F,Stratum 3,Level 1,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Between 1 and less than 2 LMMW,PUBLIC,2,2
SB11201220001963,F,Stratum 3,It is not classified by the SISBEN,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,PUBLIC,2,2
SB11201220002028,M,Stratum 2,Level 2,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,PUBLIC,2,2
SB11201220002045,M,Stratum 3,It is not classified by the SISBEN,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,PRIVATE,4,2
SB11201220002051,M,Stratum 3,It is not classified by the SISBEN,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,PRIVATE,4,2
SB11201220002151,M,Stratum 3,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Between 2 and less than 3 LMMW,PUBLIC,2,2
SB11201220002188,M,Stratum 2,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,PRIVATE,3,2
SB11201220002193,M,Stratum 3,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Between 2 and less than 3 LMMW,PRIVATE,3,2
SB11201220002194,M,Stratum 2,It is not classified by the SISBEN,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,PRIVATE,4,2
SB11201220002195,M,Stratum 3,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,PRIVATE,2,2
SB11201220002462,F,Stratum 3,Level 2,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,PRIVATE,2,2
SB11201220002513,M,Stratum 3,It is not classified by the SISBEN,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Between 3 and less than 5 LMMW,PUBLIC,2,2
SB11201220002605,F,Stratum 3,It is not classified by the SISBEN,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Between 1 and less than 2 LMMW,PRIVATE,2,2
SB11201220002739,F,Stratum 3,Level 3,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Between 2 and less than 3 LMMW,PUBLIC,3,2
SB11201220002820,M,Stratum 3,It is not classified by the SISBEN,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Between 2 and less than 3 LMMW,PUBLIC,1,2
SB11201220002969,M,Stratum 1,It is not classified by the SISBEN,No,Yes,No,No,No,No,Yes,Yes,Yes,No,less than 1 LMMW,PUBLIC,1,2
SB11201220003632,M,Stratum 3,Level 3,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Between 1 and less than 2 LMMW,PUBLIC,1,2
SB11201220003940,F,Stratum 3,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Between 1 and less than 2 LMMW,PUBLIC,1,2
SB11201220004052,M,Stratum 1,Level 1,No,No,No,Yes,No,No,No,Yes,Yes,No,Between 1 and less than 2 LMMW,PUBLIC,3,2
SB11201220004180,F,Stratum 3,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,PUBLIC,1,2
SB11201220004189,F,Stratum 3,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,PUBLIC,2,2
SB11201220004207,M,Stratum 3,It is not classified by the SISBEN,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Between 2 and less than 3 LMMW,PRIVATE,2,2
SB11201220004298,M,Stratum 1,It is not classified by the SISBEN,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,Between 1 and less than 2 LMMW,PUBLIC,2,2
SB11201220004745,F,Stratum 4,It is classified in another Level of the SISBEN,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,PRIVATE,2,2
SB11201220004909,M,Stratum 4,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,PRIVATE,2,2
SB11201220004934,F,Stratum 3,It is not classified by the SISBEN,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,less than 1 LMMW,PUBLIC,1,2
SB11201220004969,M,Stratum 4,Level 2,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,PUBLIC,2,2
SB11201220005023,F,Stratum 2,It is not classified by the SISBEN,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Between 1 and less than 2 LMMW,PRIVATE,4,2
SB11201220005097,F,Stratum 4,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Unknown,PRIVATE,4,2
SB11201220005109,F,Stratum 4,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Between 5 and less than 7 LMMW,PRIVATE,2,2
SB11201220005303,M,Stratum 3,It is not classified by the SISBEN,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,PUBLIC,2,2
SB11201220005372,F,Stratum 1,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,PUBLIC,1,2
SB11201220005413,M,Stratum 4,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Between 5 and less than 7 LMMW,PRIVATE,4,2
SB11201220005416,F,Stratum 6,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Unknown,PRIVATE,2,2
SB11201220005434,F,Stratum 4,It is not classified by the SISBEN,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,PUBLIC,4,2
SB11201220005447,F,Stratum 3,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Between 1 and less than 2 LMMW,PUBLIC,2,2
SB11201220005560,F,Stratum 4,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,PUBLIC,1,2
SB11201220005565,F,Stratum 3,It is not classified by the SISBEN,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,PUBLIC,2,2
SB11201220005603,F,Stratum 5,It is not classified by the SISBEN,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Unknown,PRIVATE,4,2
SB11201220005791,M,Stratum 3,It is not classified by the SISBEN,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Between 5 and less than 7 LMMW,PUBLIC,2,2
SB11201220005867,F,Stratum 6,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Unknown,PRIVATE,4,2
SB11201220005873,M,Stratum 6,It is not classified by the SISBEN,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Unknown,PRIVATE,4,2
SB11201220005879,M,Stratum 4,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,PRIVATE,2,2
SB11201220005881,M,Stratum 4,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,PRIVATE,4,2
SB11201220006081,M,Stratum 2,Level 2,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,PUBLIC,2,2
SB11201220006425,F,Stratum 3,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,PUBLIC,3,2
SB11201220006429,M,Stratum 3,It is not classified by the SISBEN,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,PUBLIC,3,2
SB11201220006525,F,Stratum 4,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,PUBLIC,2,2
SB11201220006591,M,Stratum 3,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,PUBLIC,3,2
SB11201220006596,F,Stratum 3,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,PUBLIC,3,2
SB11201220006730,M,Stratum 3,It is not classified by the SISBEN,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,PUBLIC,2,2
SB11201220006810,F,Stratum 2,Level 2,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Between 3 and less than 5 LMMW,PUBLIC,2,2
SB11201220006902,M,Stratum 3,It is not classified by the SISBEN,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,PRIVATE,2,2
SB11201220007084,M,Stratum 1,Level 1,No,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Between 1 and less than 2 LMMW,PUBLIC,1,2
SB11201220007105,F,Stratum 1,It is not classified by the SISBEN,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,PUBLIC,2,2
SB11201220007110,M,Stratum 3,It is not classified by the SISBEN,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,PUBLIC,2,2
SB11201220007138,M,Stratum 4,It is not classified by the SISBEN,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,PRIVATE,4,2
SB11201220007174,M,Stratum 4,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 5 and less than 7 LMMW,PRIVATE,4,2
SB11201220007184,M,Stratum 3,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,PRIVATE,4,2
SB11201220007219,F,Stratum 5,It is not classified by the SISBEN,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Between 5 and less than 7 LMMW,PRIVATE,4,2
SB11201220007224,F,Stratum 5,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Unknown,PRIVATE,4,4
SB11201220007282,M,Stratum 4,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,PRIVATE,2,2
SB11201220007304,M,Stratum 3,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Between 2 and less than 3 LMMW,PRIVATE,3,2
SB11201220007315,M,Stratum 4,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 5 and less than 7 LMMW,PRIVATE,4,2
SB11201220007338,F,Stratum 4,It is not classified by the SISBEN,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Between 2 and less than 3 LMMW,PRIVATE,4,2
SB11201220007342,F,Stratum 4,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Between 2 and less than 3 LMMW,PRIVATE,4,2
SB11201220007357,F,Stratum 4,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Between 2 and less than 3 LMMW,PRIVATE,3,2
SB11201220007361,F,Stratum 4,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,PRIVATE,2,2
SB11201220007379,F,Stratum 4,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,PRIVATE,2,2
SB11201220007387,M,Stratum 5,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Unknown,PRIVATE,4,4
SB11201220007410,F,Stratum 2,Level 2,No,No,No,No,No,No,No,Yes,Yes,No,less than 1 LMMW,PUBLIC,1,2
SB11201220007446,M,Stratum 4,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Unknown,PRIVATE,2,2
SB11201220007469,M,Stratum 3,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,PRIVATE,2,2
SB11201220007478,M,Stratum 4,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,PUBLIC,3,2
SB11201220007549,F,Stratum 3,It is not classified by the SISBEN,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Between 3 and less than 5 LMMW,PUBLIC,2,2
SB11201220007579,M,Stratum 4,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Between 5 and less than 7 LMMW,PUBLIC,3,2
SB11201220007619,F,Stratum 5,It is not classified by the SISBEN,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Between 1 and less than 2 LMMW,PUBLIC,1,2
SB11201220007644,F,Stratum 3,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Between 1 and less than 2 LMMW,PUBLIC,2,2
SB11201220007685,F,Stratum 3,It is not classified by the SISBEN,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,Between 1 and less than 2 LMMW,PUBLIC,1,2
SB11201220007694,F,Stratum 3,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,PUBLIC,2,2
SB11201220007758,F,Stratum 4,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Unknown,PRIVATE,4,2
SB11201220007806,F,Stratum 4,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,PRIVATE,4,2
SB11201220007809,M,Stratum 4,It is not classified by the SISBEN,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,PRIVATE,4,2
SB11201220007823,F,Stratum 4,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Unknown,PRIVATE,4,2
SB11201220007831,F,Stratum 4,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 5 and less than 7 LMMW,PRIVATE,4,2
SB11201220007861,M,Stratum 4,It is not classified by the SISBEN,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,PRIVATE,4,2
SB11201220007866,M,Stratum 4,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Between 3 and less than 5 LMMW,PRIVATE,4,2
SB11201220007871,M,Stratum 4,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 5 and less than 7 LMMW,PRIVATE,3,2
SB11201220007872,M,Stratum 4,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 5 and less than 7 LMMW,PRIVATE,4,2
SB11201220008087,M,Stratum 6,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Unknown,PRIVATE,4,2
SB11201220008117,M,Stratum 4,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,PRIVATE,4,2
SB11201220008139,M,Stratum 1,Level 1,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Between 1 and less than 2 LMMW,PUBLIC,1,2
SB11201220008262,F,Stratum 4,It is not classified by the SISBEN,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,PUBLIC,4,2
SB11201220008267,F,Stratum 4,It is not classified by the SISBEN,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,PUBLIC,1,2
SB11201220008287,F,Stratum 3,Level 3,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,PUBLIC,1,2
SB11201220008299,F,Stratum 4,It is not classified by the SISBEN,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,PUBLIC,2,2
SB11201220008360,F,Stratum 3,It is not classified by the SISBEN,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,PRIVATE,2,2
SB11201220008373,F,Stratum 4,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Between 3 and less than 5 LMMW,PRIVATE,3,2
SB11201220008375,F,Stratum 3,It is not classified by the SISBEN,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,PRIVATE,4,2
SB11201220008387,M,Stratum 3,It is not classified by the SISBEN,No,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Between 2 and less than 3 LMMW,PRIVATE,2,2
SB11201220008430,M,Stratum 1,It is not classified by the SISBEN,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Between 2 and less than 3 LMMW,PRIVATE,2,2
SB11201220008487,F,Stratum 2,Level 1,No,Yes,No,Yes,No,No,No,Yes,Yes,No,Between 2 and less than 3 LMMW,PUBLIC,2,2
SB11201220008517,M,Stratum 6,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Unknown,PRIVATE,4,2
SB11201220008642,F,Stratum 4,It is not classified by the SISBEN,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,PRIVATE,4,4
SB11201220008817,M,Stratum 3,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,PRIVATE,3,2
SB11201220008948,M,Stratum 4,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,PRIVATE,3,2
SB11201220009007,F,Stratum 2,Level 2,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,less than 1 LMMW,PUBLIC,2,2
SB11201220009117,M,Stratum 5,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Unknown,PRIVATE,4,2
SB11201220009124,M,Stratum 4,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Unknown,PRIVATE,4,2
SB11201220009433,M,Stratum 2,Level 2,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Between 3 and less than 5 LMMW,PRIVATE,1,2
SB11201220009448,M,Stratum 4,It is not classified by the SISBEN,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,PRIVATE,2,2
SB11201220009615,M,Stratum 1,Level 1,Yes,No,No,Yes,No,No,No,Yes,No,Yes,less than 1 LMMW,PUBLIC,1,2
SB11201220009692,M,Stratum 4,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,PUBLIC,2,2
SB11201220009698,M,Stratum 4,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Between 3 and less than 5 LMMW,PUBLIC,4,2
SB11201220009725,F,Stratum 3,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,PUBLIC,3,2
SB11201220010052,F,Stratum 4,It is not classified by the SISBEN,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,less than 1 LMMW,PUBLIC,2,2
SB11201220010057,M,Stratum 1,It is not classified by the SISBEN,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,PUBLIC,2,2
SB11201220010060,F,Stratum 3,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,PUBLIC,2,2
SB11201220011091,M,Stratum 3,It is not classified by the SISBEN,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Between 2 and less than 3 LMMW,PRIVATE,2,4
SB11201220011159,M,Stratum 2,Level 3,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Between 1 and less than 2 LMMW,PUBLIC,2,2
SB11201220011252,F,Stratum 2,Level 2,No,No,No,No,No,No,Yes,Yes,No,No,less than 1 LMMW,PUBLIC,1,2
SB11201220011325,F,Stratum 2,Level 2,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Between 2 and less than 3 LMMW,PUBLIC,2,2
SB11201220011350,F,Stratum 2,Level 2,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Between 1 and less than 2 LMMW,PUBLIC,1,2
SB11201220011370,M,Stratum 3,Level 3,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,PUBLIC,2,2
SB11201220011400,M,Stratum 1,Level 1,No,Yes,No,No,No,No,No,Yes,Yes,No,Between 1 and less than 2 LMMW,PUBLIC,2,2
SB11201220011448,F,Stratum 2,Level 2,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Between 1 and less than 2 LMMW,PUBLIC,2,2
SB11201220011471,F,Stratum 2,Level 1,No,No,No,No,No,No,No,Yes,Yes,No,less than 1 LMMW,PUBLIC,2,1
SB11201220011637,M,Stratum 3,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Between 3 and less than 5 LMMW,PUBLIC,4,2
SB11201220011660,F,Stratum 1,Level 1,No,No,Yes,No,No,No,No,Yes,Yes,No,less than 1 LMMW,PUBLIC,1,2
SB11201220011679,M,Stratum 3,Level 3,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Between 2 and less than 3 LMMW,PUBLIC,2,2
SB11201220011796,M,Stratum 2,Level 2,No,No,No,No,No,No,No,No,Yes,No,less than 1 LMMW,PUBLIC,1,1
SB11201220011803,M,Stratum 3,Level 1,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Between 1 and less than 2 LMMW,PUBLIC,2,2
SB11201220011957,M,Stratum 2,Level 2,No,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Between 2 and less than 3 LMMW,PUBLIC,2,2
SB11201220012277,F,Stratum 4,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,PRIVATE,2,3
SB11201220012296,M,Stratum 3,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Between 2 and less than 3 LMMW,PRIVATE,3,2
SB11201220012601,F,Stratum 2,Level 2,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Between 3 and less than 5 LMMW,PUBLIC,3,1
